Mesto;Latitude;Longitude;Opis;Tip;Tip_ID
Hope Valley;53.40095;-1.74318;Center za obiskovalce Upper Derwent, velika umetna jezera, pohodnistvo, kolesarjenje v parku Peak District, <a href=http://www.peakdistrict.gov.uk target=_blank>more info...</a>;Z;Zanimivo
Hove park;50.84409;-0.17214;Hove park, velik prstni odtis;Z;Zanimivo
Hull;53.73901;-0.33020;The Deep, morski akvarij, <a href=http://www.thedeep.co.uk target=_blank>more info...</a>;Z;Zanimivo
Hungtinton;53.98561;-1.04556;spanje pred nakupovalnim centrom Asda pri Yorku, odprt 24 ur, brezplacni P;P;Parking
Ingleton;54.15428;-2.47146;Ingleton Waterfalls Trail, pot slapov, 6F/osebo, cca 7km krozna pot;Z;Zanimivo
Ironbridge Gorge;52.62730;-2.48547;Ironbridge Gorge, UNESCO Kulturna dediscina, prvi zelezni most na svetu, zgrajen 1779;Z;Unesco
Ironbridge Gorge;52.62964;-2.49284;P za Ironbridge Gorge, 3F/uro;P;Parking
Keswick;54.56525;-3.13485;placljiv P ob jezeru, izhodisce za most Ashness;P;Parking
Keswick;54.58325;-3.12869;placljiv P v gozdicku, izhodisce za most Ashness;P;Parking
Kirkstone Pass;54.46490;-2.92527;P na Kirkstone Pass, Lake District, 454m;Z;Zanimivo
Knaresborough;54.00733;-1.46851;Knaresborough Castle, lep grajski park;Z;Zanimivo
Lake District;54.40767;-3.05309;Hodge Close Cottage, vhod v jamo spominja na lobanjo;Z;Zanimivo
Lake District;54.44254;-3.10297;Manjsi kamp, 19F/dan, izhodisce za Scafell Peak 980m najvisji vrh Anglije, zelo dolga in naporna pot 12km v eno smer, <a href=http://www.nationaltrust.org.uk/features/camping-in-the-lake-district target=_blank>more info...</a>;KAMP;KAMP
Lancashire;53.96117;-2.76227;P, povsem levo skozi grmovje na parkiriscu hotelcka, spanje;P;Parking
Land s End;50.06554;-5.71164;Placljiv P, Land s end konec zemlje, lepo in ocarljivo, priporocljivo, morje, visoki klifi, zadnja in prva hisa na zemlji, prikaz znacilne domacije, urejene poti in tocke, zanimiva je tudi razstavljena ladja;P;Parking
Lane End;51.42127;0.25122;spanje v slepi ulici, mirno;P;Parking
Lanercost;54.96525;-2.69751;P Lanercost Priory, Hadrijanov zid;P;Parking
Lavenham;52.10838;0.79525;Crooked House, nagnjena, asimetricna hisa;Z;Zanimivo
Leek;53.13864;-1.98530;Kamp Blackshow Moor Caravan Club Site, manjsi kamp, lepo urejen, sredi lepe in neokrnjene narave;KAMP;KAMP
Liverpool;53.39538;-2.98836;P 1F/uro, nekoliko naprej od Albert Docka, varovan, zraven je muzej Beatlov, vstopnina 14.95F, kolo Liverpool Eye 9F/osebo;P;Parking
Liverpool;53.40667;-2.99444;Liverpool - Maritime Mercantile City, UNESCO Kulturna dediscina;Z;Unesco
Liverpool;53.40860;-2.98010;St George s Hall, v neoklasicnem stilu, zelo lepe koncertne dvorane, park;Z;Zanimivo
London;51.42583;-0.07333;Kamp Crystal Palaca, J Londona, odprt celo leto, bus3;KAMP;KAMP
London;51.48648;0.11983;Kamp Abbey Wood Caravan, V Londona, odprt celo leto, v blizini Greenwicha, v gozdicku, vlak 5min.;KAMP;KAMP
London;51.49257;-0.10470;Osborne Water Tower House, bivsi vodni stolp spremenjen v stanovanjsko hiso, zanimivo;Z;Zanimivo
London;51.49954;0.00839;Emirates Air Line terminal, kabinska vlecnica cez Temzo;Z;Zanimivo
London;51.50459;-0.08654;The Shard, 2013 najvisja stavba v Londonu, 309m, na vrhu razgledna ploscad, 25F/osebo;Z;Zanimivo
London;51.50806;-0.07611;Tower of London, UNESCO Kulturna dediscina;Z;Unesco
London;51.50904;-0.29366;P v parku London Borough Of Ealing, zraven metro postaje Ealing Common 2.2F/dan, spanje, odlicno izhodisce za ogled Londona;P;Parking
London;51.51453;-0.08028;Neboticnik v obliki jajca, imenovan The Gherkin tower. Ima 40 nadstropij in je visok 180m. Zgrajen je bil leta 2004 in je v zasebni lasti.;Z;Zanimivo
London;51.52244;-0.18057;Little Venice, sistem kanalov, voznja z ladjicami;Z;Zanimivo
London;51.54750;-0.26167;Shri Swaminarayan Mandir, hindujski tempelj, prost vstop, zelo lep;Z;Zanimivo
London;51.59866;-0.23998;Royal Air Force Muzej;Z;Zanimivo
London;51.63194;-0.03417;Kamp Lee Valley Leisure Complex SV Londona odprt celo leto ob umetnem jezercu 40min voznje od centra z linijo Victoria;KAMP;KAMP
London;51.65500;-0.00611;kamp Lee Valley Campsite, SV Londona, odprt april-okt., ob umetnem jezercu, 40min. voznje od centra;KAMP;KAMP
Longleat;51.18881;-2.27666;Longleat Safari Adventure Park;Z;Zanimivo
Lyme Regis;50.72445;-2.94081;Holmbush car park, parkirisce brez oskrbe, dovoljeno za AD, zaprto cez noc;P;Parking
Lyme Regis;50.72632;-2.93415;Dinosaurland Fossil Museum;Z;Zanimivo
Lyme Regis;50.72893;-2.93140;Charmouth road car park, parkirisce brez oskrbe, dovoljeno za AD, zaprto cez noc;P;Parking
Malham Cove;54.07275;-2.15808;Malham Cove, velik naravni amfiteater iz apnencaste kamenine, visok cca 260m, zgornji del ima nabrazdano povrsino;Z;Zanimivo
Manston;51.34997;1.34891;RAF Spitfire Hurricane Memorial Trust Museum;Z;Zanimivo
Margate;51.38778;1.38937;Shell grotto - jama skoljk;Z;Zanimivo
Milnthorpe;54.19371;-2.75430;Lakeland Wildlife Oasis, mansi zivalski vrt, vstopnina L8.85;Z;Zanimivo
Milnthorpe;54.22629;-2.77441;P ob stadionu, cez noc brezplacno, spanje;P;Parking
Minthorpe;54.22610;-2.77328;P Minthorpe, pred hotelom in pubom Cross Key, seveda je dobrodoslo, da kaj spijemo;P;Parking
Morecambe;54.07323;-2.87095;P ob morju, prepovedano spanje in parkiranje za avtodome;P;Parking
Most Ashness;54.56756;-3.12998;Opozorilo- cesta ni primerna za avtodome;Z;Zanimivo
Naburn;53.89433;-1.09301;kamp, Naburn Lock Caravan Park;KAMP;KAMP
New Romney;50.99368;0.95338;Marlie Holiday Park, Camp, ACSI;P;Parking
Newcastle upon Tyne;54.96968;-1.59950;Gateshead Millenium Bridge, nenavaden most, zraven je The Sage Gateshead, nenavadna steklena zgradba;Z;Zanimivo
Northumberland;54.98709;-2.51955;placljiv P pri Hadrijanovem zidu;P;Parking
Nottinghamshire;53.19906;-1.06246;Sherwoodski gozd, placljiv P, oddaljen od Visitor centra zaradi prireditve;P;Parking
Nottinghamshire;53.20110;-1.06345;P Sherwood Forest - gozd, kjer se je skrival Robin Hood, sprehod po gozdu je zastonj, P sob+ned 3 funte, muzej;P;Parking
Nottinghamshire;53.20460;-1.07240;Najvecji hrast v Angliji;Z;Zanimivo
Old Line;51.31625;-0.45409;P, brezplacno, v gozdicku, piknik prostori;P;Parking
Ower;50.94826;-1.55249;Paultonspark, pepa Pujsa park, <a href=http://www.paultonspark.co.uk target=_blank>more info...</a>;Z;Zanimivo
Oxford;51.74918;-1.26260;placljiv P blizu centra;P;Parking
Oxford;51.75937;-1.25931;P, v samem centru, placljivo cez dan, cez noc do 10 zjutraj brezplacno, spanje;P;Parking
Oxford;51.80265;-1.27204;P6R, pocakaj varnostnika,da odpre rampo;P;Parking
Padstow;50.54008;-4.94151;P, nad mestom, 1.5F/noc, spanje, prijetno mesto;P;Parking
Paignton;50.42831;-3.58379;Paignton Zoo Environmental Park;Z;Zanimivo
Peacehaven;50.79613;-0.00029;P ob trgovskem centru,spanje,bus do Brighton;P;Parking
Penshaw monument;54.88300;-1.48086;Earl of Durham s Monument oziroma Penshaw monument, replika templa Hephaestus v Atenah, na hribcku;Z;Zanimivo
Peterborough†;52.57156;-0.39576;P, 11F,mozno spanje;P;Parking
Plymouth;50.36593;-4.13861;P ob cesti blizu svetilnika, ni primerno za spanje;P;Parking
Polpero;50.33795;-4.52204;P, nad majhno ribisko vasico, draga parkirnina;P;Parking
Port Isaac;50.59420;-4.82860;placljiv P nad mestecem;P;Parking
Qswaldkirk;54.20938;-1.07314;kamp, Camp Site Golden Square, Qswaldkirk;KAMP;KAMP
Ribblehead;54.20726;-2.36358;Ribblehead Viaduct, dolg cca 250m;Z;Zanimivo
Richmond;51.47789;-0.29056;Royal Botanic Gardens, Kew, UNESCO Kulturna dediscina, zelo lep botanicni park;Z;Unesco
Richmond;51.48371;-0.29658;Royal Botanic Gardens, Kew, UNESCO Kulturna dediscina, zelo lep botanicni park, 7F/dan, vstopnina 18F;Z;Unesco
Ripon;54.11341;-1.58313;Studley Royal Park the Ruins of Fountains Abbey, UNESCO Kulturna dediscina, izredno lep park z jezerci, cistercijanski samostan, mlin, sprehajalne poti;Z;Unesco
Roa Island;54.08019;-3.17311;Nasedle ladijske razbitine, blizu otocka Roa Island. Otok je dostopen preko mostu;Z;Zanimivo
Robin Hood s Bay;54.43435;-0.53505;Ocarljiva ribiska vasica;Z;Zanimivo
Rochester;51.38976;0.50259;Rochester Castle;Z;Zanimivo
Rutland;52.65573;-0.70326;Mesto in okolis Rutland, podobno CotsWold-u , veliko umetno jezero, slikovito mestece Oakham, rjave hiske, P zraven jezera in opazovalnice ptic;Z;Zanimivo
Rutland;52.66394;-0.61618;Rutland Water Tourist Information Centre in Bugtopia The Zoo, velik P ob jezeru, placljivo;P;Parking
Salisbury;51.06831;-1.80067;placljiv P na ulici v blizini katedrale, ni primerno za nocitev;P-Z;Parking
Saltaire;53.83917;-1.78833;Saltaire, UNESCO Kulturna dediscina;Z;Unesco
Samphire Hoe;51.10505;1.27593;Samphire Hoe, odlagalisce izkopa iz tunela, lep park in sprehajalne poti, ponoci zaprto.;P;Parking
Seaford;50.76579;0.10632;P ob plazi;P;Parking
Seaford;50.77503;0.15330;P Seven Sisters Country Park, veliki apnencasti klifi, pohodnistvo, ptice;P;Parking
Shaftesbury;51.00737;-2.19175;brezplacni P pri marketu Tesco, blizu ulice Gold Hill, ponoci parkiranje ni dovoljeno;P-Z;Parking
Sheffield;53.37990;-1.46955;Peace Gardens, v samem centru, lepi parki, zgradbe;Z;Zanimivo
Shottery;52.19085;-1.73150;hisa Anne Hathaways;Z;Zanimivo
Shrewsbury;52.71164;-2.75565;P Shrewsbury placljiv, ponoci brezplacno;P;Parking
Snake Pass;53.37397;-1.72274;P, ob cesti in jezeru;P;Parking
Snake Pass;53.43290;-1.86889;Snake Pass na cesti Snake road, v parku Peak District, lepa pokrajina;Z;Zanimivo
Southend;51.53187;0.71613;Southend Pier, najdaljsi pomol na svetu, 2.16km dolg;Z;Zanimivo
Southend;51.53292;0.71647;Adventure Island, zabaviscni park, 19F, <a href=http://www.adventureisland.co.uk target=_blank>more info...</a>;Z;Zanimivo
Southend;51.54830;0.83986;Broomway, srednjeveska cesta ki se nadaljuje v morje, nevarna ob plimi;Z;Zanimivo
St Michael s Mount;50.12576;-5.47837;P na celini;P-Z;Parking
Staffordshire;52.51502;-2.15233;Crooked House, nagnjena hisa, restavracija;Z;Zanimivo
Staffordshire;52.99178;-1.89209;Alton Towers, tematski park, <a href=http://www.altontowers.com target=_blank>more info...</a>;Z;Zanimivo
Staffordshire;53.17131;-1.99997;The Roaches, geolosko nenavadne skalne tvorbe;Z;Zanimivo
Stamford;52.64250;-0.45306;Burghley House, grad in park, 16. stoletje, najvecji elizabetin grad, vstopnina 13F;Z;Zanimivo
Stonehange;51.17948;-1.83036;P na kolovozu, brezplacno;P;Parking
Stonehenge;51.17801;-1.83168;P Stonehenge, ob cesti, ograja, spanje, ni treba placati drage vstopnine 17F/osebo, vidis enako, kamni so zelo blizu ceste, med kamni se ne sme hoditi;P-Z;Parking
Stonehenge;51.17889;-1.82528;Stonehenge, Avebury and Associated Sites, UNESCO Kulturna dediscina;Z;Unesco
Stonehenge;51.18106;-1.82906;zastonj P in spanje ob uradnem parkiriscu, ki je ponoci zaprto;P-Z;Parking
Stourbridge;52.44990;-2.24210;Kinver Edge and the Rock Houses, <a href=http://www.nationaltrust.org.uk/kinver-edge-and-the-rock-houses target=_blank>more info...</a>;Z;Zanimivo
Stourbridge;52.45028;-2.24482;P, ob cesti za Rock Houses;P;Parking
Stratford;52.19176;-1.69959;P Stratford;P;Parking
Stratford upon Avon;52.19397;-1.70900;placljiv P pri Shakespearovi rojstni hisi;P-Z;Parking
Studland;50.64491;-1.95050;P nad plazo, izhodisce za ogled Harry s Old Rocks klifi, lepa razgledna tocka, zaprto po 20-00;P-Z;Parking
Teignmouth;50.54219;-3.49744;P ob morju, mozno spanje;P;Parking
Teignmouth;50.54923;-3.49221;placljiv P in spanje;P;Parking
Thorpeness;52.18098;1.61085;House in the Clouds, hisa na bivsem vodnem stolpu, cca 25m visoka;Z;Zanimivo
Tintagel;50.66365;-4.75186;placljiv P blizu Old Post Office;P-Z;Parking
Uffington;51.77376;-1.65334;Park CotsWold wildlife, primerno za druzine <a href=http://www.cotswoldwildlifepark.co.uk target=_blank>more info...</a>;Z;Zanimivo
Waddesdon;51.84222;-0.93768;Waddesdon Manor, zelo lep grad in park v francoskem stilu;Z;Zanimivo
Wantage;51.56364;-1.50550;P ob cesti na podezelju, makadam, mozno spanje;P;Parking
West Bretton;53.61369;-1.56744;Yorkshire Sculpture Park, <a href=http://www.ysp.co.uk target=_blank>more info...</a>;Z;Zanimivo
West Putford;50.91576;-4.34378;The Gnome Reserve, and Wild Flower Garden, dezela palckov, <a href=http://www.gnomereserve.co.uk target=_blank>more info...</a>;Z;Zanimivo
Westminster;51.49972;-0.12861;Westminster Palace, Westminster Abbey and Saint Margaret s Church, UNESCO Kulturna dediscina;Z;Unesco
Westmunster;54.13664;-1.51943;P, spanje;P;Parking
Westonbirt;51.60682;-2.21930;The National Arboretum, velik nacionalni arboretum;Z;Zanimivo
Weymouth;50.57890;-2.46943;P pred Visitors Centrom;P;Parking
Weymouth;50.60416;-2.45269;placljiv P blizu morja;P;Parking
Whitby;54.48409;-0.61315;P v mestu;P-Z;Parking
Whitley Bay;55.06893;-1.45262;Svetilnik St. Mary s, veliki parking 2.2F/dan, prepovedano cez noc, wc, sprehajalna pot do mesta, lepo;P-Z;Parking
Whitstable;51.36540;1.06061;P, brezplacno, ni dovoljeno preko noci, mestece znano po nabiranju skolk, ostrig in polzev na obali, zacetek kolesarske poti Viking Coastal Trail 25km ob obali do ShellGrotto, muzej skoljk, vstopnina 3.5F;P;Parking
Wilton;51.08527;-1.85389;P R za Salisbury, zaston P,bus,;P;Parking
Winchester;51.06056;-1.31306;Winchester Cathedral, najvecja katedrala v Evropi;Z;Zanimivo
Winchester;51.06567;-1.31131;P,free od 18 do 8h,blizu center;P;Parking
Winchester;51.07014;-1.31565;P v blizini centra, mozno spanje, WC, placilo na avtomatu nujen drobiz;P;Parking
Windsor;51.46417;-0.64444;P Legoland Windsor, P+R, spanje;P;Parking
Windsor;51.46528;-0.65559;P Legoland Windsor, ni mozno spanje, ob 21h se P sprazni in zapre;P;Parking
Windsor;51.48227;-0.60714;Crooked House, nagnjena hisa;Z;Zanimivo
Windsor;51.48404;-0.61434;P, cez noc brezplacno, cez dan 1funt/uro, cca 700m do gradu;P;Parking
Windsor;51.48515;-0.60807;placljiv P pod gradom ob Temzi;P-Z;Parking
Witney;51.78525;-1.48265;spanje pred nakupovalnim centrom, brezplacen parkirni;P;Parking
Woburn;51.98254;-0.59455;Woburn Abbey, eden najlepsih gradov v Angliji;Z;Zanimivo
Woolley;53.62010;-1.54709;Voda na pipo, BP crpalka;V;Voda
Wythall Green;52.37300;-1.89420;P golf klubski kamp Chapel Lane, J od Birmingham, na izhodu je BUS postaja za center Birminghama;KAMP;KAMP
York;53.93833;-1.05805;PZA na obrobju Yorka, ACSI, 7F/dan, voda in odtok brezplacna, elektrike ni, moznost razmocenega terena;PZA;PZA
York;53.95377;-1.07930;P, spanje,blizu centra;P;Parking
York;53.95522;-1.09522;P za ogled mesta placljivo.;P;Parking
York;53.96199;-1.10500;P York, blizu zastonj zelezniskega muzeja in postaje, 5F/dan z vodo, elektrike ni, ograjeno, 10min hoje do centra;P-V-Z;PZA
York;53.96430;-1.08060;placljiv P ob cesti, ni primerno za nocitev;P-Z;Parking
Ballycastle;55.23915;-6.33369;P Carrick-A-Rede Rope Bridge, 10-18h, vstopnina 5.6GBP, viseci vrvni most med strmimi klifi;P-Z;Parking
Ballycastle;55.23926;-6.34808;P, 800m od visece brvi iz vrvi in desk Rope Bridge, ki 25m nad morjem povezuje otocek Carrick-a-Rede z obalo;P;Parking
Ballymoney;55.13472;-6.38061;Drevored The Dark Hedge, zelo slikovita drevesa, nenavadno, snemano v filmu Game of Thrones;Z;Zanimivo
Belfast;54.58745;-5.81960;kamp Belfast Dundonald Touring Caravan Park;KAMP;KAMP
Belfast;54.60224;-5.93321;P Belfast, nakupovalni center Tesco, spanje;P;Parking
Belfast;54.60722;-5.92734;P+R Belfast, nadzorovano+osvetljeno, spanje;P;Parking
Belfast;54.60808;-5.90987;Titanic Belfast, spomenik belfastske pomorske dediscine na mestu nekdanje ladjedelnice Harland in Wolff, kjer so zgradili to znamenito ladjo;Z;Zanimivo
Bushmills;55.20138;-6.52048;P Bushmill pred tovarno, najstarejsa 1608 uradno delujoca destilarna malt viskija na svetu;P;Parking
Castlerock;55.16366;-6.81125;Razvaline grascine Downhill House, Castlerock;Z;Zanimivo
Causeway;55.23085;-6.51855;P, ob zelezniski postaji, blizu Giant s Causeway, brezplacno;P;Parking
Causeway;55.23306;-6.51631;P Giants Causeway, Bushmills, obmorski park s klifi, odprto od zore do mraka, vstopnine 8.5funta/osebo;P;Parking
Causeway;55.24075;-6.51157;Giant s Causeway and Causeway Coast, UNESCO Naravna dediscina;Z;Unesco
Dunluce;55.21069;-6.57965;Grad Dunluce Castle, na pecini, ob obali, lep razgled;Z;Zanimivo
Glenoe;54.80103;-5.83305;Slap Glenoe Waterfal, manjsi slap, ni parkinga;Z;Zanimivo
Larne;54.84777;-5.79785;Trajektno pristanisce Larne za Cairnryan Skotska, 170funtov;Z;Zanimivo
Whitepark;55.22884;-6.40663;P, nad White park bay, prekrasna plaza, soncni zahod, brezplacno;P;Parking
Alloway;55.42843;-4.63280;P, rojstni kraj Robert Burns, Muzej;P;Parking
Bridge of Orchy†;56.51730;-4.76885;Bridge of Orchy Car Park;P;Parking
Culloden;57.47771;-4.09141;Sveti kraj za Skote;P;Parking
Dunvegan;57.46333;-6.60399;Prespal za obisk Dunvegan Castle;P;Parking
Edinburgh;55.98000;-3.17772;P spanje;P;Parking
Fochabers;57.67379;-3.09248;Center za opazovanje delfinov;Z;Zanimivo
Glasgow;55.85878;-4.23951;P dnevni in nocni, 13f/24ur,varovan,osvetljen,brez oskrbe, blizu centra;P;Parking
Glasgow;55.86098;-4.25637;Pub Horse Show;Z;Zanimivo
Glasgow;55.86205;-4.23809;P dnevni in nocni;P;Parking
Glasgow;55.86452;-4.34808;Fiat servis,tel.-00441414251520;AD;Avtodom
Grangemouth;56.01371;-3.75917;P, zastonj, tudi spanje, Kelpies;P;Parking
Grangemouth;56.01618;-3.75433;P, 2F/dan, Kelpies, spanje ni mozno;P;Parking
Gretna Green;55.00649;-3.06259;Pipa z vodo;V;Voda
Holm;55.28150;-3.80039;spanje pred gradom Drumlanrig;P;Parking
Kyle;57.28039;-5.71540;P spanje, wc, ps na zetone;P;Parking
Kyle;57.28261;-5.71518;P ob bazenu, spanje;P;Parking
Lochmaben;55.12323;-3.42894;P ob jezeru;P;Parking
Perth;56.39102;-3.42629;P, spanje;P;Parking
Perth;56.41358;-3.42854;Vhod v Scone Palace;Z;Zanimivo
St. Andrew;56.34244;-2.80989;P, tudi Ad;P;Parking
Wick;58.42696;-3.07477;P ob morju,spanje, lepo;P;Parking
Aberdeen;57.09114;-2.24008;Deeside Holiday Park;PZA;PZA
Aberdeen;57.13993;-2.11552;Restavracija Ashvale Fish and Chips Restaurant, uradno najboljsi Fisch and Chips na skotskem, priljubljena jed Ashvale Whale, 1funt za pol kile, ce pojes, dobis se eno ali pa sladico ter potrdilo.;Z;Zanimivo
Aberlour;57.47419;-3.19811;Kamp na mirnem podezelju Aberlour Gardens, Caravan Camping park, 21.30F, v recepciji lokalni pridelki;KAMP;KAMP
Achanasheen;57.57965;-5.07254;P Achanasheen, ob zelezniski postaji, spanje mirno;P;Parking
Achnahaird Bay;58.07063;-5.36640;P na koncu ceste, v zalivu, lepo, spanje;P;Parking
Achnasheen;57.77450;-5.59551;Inverewe Garden Estate, botanicni vrt, odprt od 9.30-18.00, vstopnina 10.50F, ponoci prepovedano;P-Z;Parking
Alloway;55.42778;-4.63480;Robert Burns Birthplace Museum, najbolj znani skotski pesnik, brezplacen vstop;Z;Zanimivo
Anstruther;56.22397;-2.70602;P na robu vasi, mozno spanje;P;Parking
Appin;56.57587;-5.37842;P za ogled Castle Stalker, grad na otocku, <a href=http://www.castlestalker.com target=_blank>more info...</a>;P;Parking
Ardvreck;58.16591;-4.98884;P za ogled, do gradu je 2 minuti hoje.;P-Z;Parking
Armadale;57.06459;-5.89535;Armadale trajekt;P;Parking
Aultbea;57.83913;-5.59559;P, na hribcku, v zalivu, zanemarjena vasica, polno smeti, spanje;P;Parking
Balnakeil;58.57599;-4.76785;P zastonj ob plazi. Parkirisce primerno za max. 3 AD, primerno za ogled Puffinov, spanje;P;Parking
Ben Lomond;56.66775;-4.98656;P za Lost Valley, zelo spektakularna scena, pohod cca 1km, v lepo dolino;Z;Zanimivo
Benmore;56.02677;-4.98089;Planinski botanicni vrt Benmore Botanic Garden, Argyll and Bute, vstopnina 6F, <a href=http://www.rbge.org.uk target=_blank>more info...</a>;Z;Zanimivo
Biggar;55.62292;-3.52397;P Biggar, mesto z vec muzejev na prebivalca kot kateri koli drug kraj na skotskem, trgovinice, spanje;P-Z;Parking
Black Isle;57.53089;-4.30025;Black isle brewery-pivovarna;P;Parking
Blair Castle;56.76715;-3.84318;Blair Castle Caravan Park, zraven je grad Blair in cudovit Target park;PZA-Z;PZA
